N° de factura,Fecha de factura,ID Cliente,País,Cantidad,Monto
552235,2021-05-06,15194.0,United Kingdom,197,"313,30"
560908,2021-07-21,15827.0,United Kingdom,80,"86,24"
C543757,2021-02-11,13115.0,United Kingdom,-1,"-1,65"
561895,2021-07-31,12748.0,United Kingdom,1,"1,25"
566563,2021-09-13,12909.0,United Kingdom,250,"328,98"
573144,2021-10-27,18035.0,United Kingdom,39,"51,78"
551400,2021-04-28,17160.0,United Kingdom,382,"593,16"
555401,2021-06-02,14088.0,United Kingdom,413,"1896,03"
C568796,2021-09-29,17870.0,United Kingdom,-1,"-4,95"
567150,2021-09-16,00000,United Kingdom,-44,"0,00"
539243,2020-12-16,18116.0,United Kingdom,46,"172,20"
C546641,2021-03-15,13451.0,United Kingdom,-6,"-59,70"
556308,2021-06-10,00000,United Kingdom,-390,"0,00"
545698,2021-03-06,15572.0,United Kingdom,19,"225,14"
561783,2021-07-29,16062.0,United Kingdom,317,"199,96"
556971,2021-06-16,13082.0,United Kingdom,24,"39,60"
557150,2021-06-17,15555.0,United Kingdom,46,"174,27"
549500,2021-04-08,00000,United Kingdom,1,"0,00"
C572761,2021-10-26,12584.0,Italy,-6,"-30,55"
553940,2021-05-20,14112.0,United Kingdom,250,"419,80"
C561012,2021-07-22,13098.0,United Kingdom,-2,"-9,60"
548211,2021-03-30,14646.0,Netherlands,1208,"1807,04"
569669,2021-10-05,14730.0,United Kingdom,204,"420,51"
560259,2021-07-17,13654.0,United Kingdom,723,"541,43"
570089,2021-10-07,16839.0,United Kingdom,224,"352,72"
538935,2020-12-15,18168.0,United Kingdom,71,"186,64"
554068,2021-05-22,16690.0,United Kingdom,46,"86,50"
C566252,2021-09-11,13527.0,United Kingdom,-19,"-23,75"
C554136,2021-05-23,14239.0,United Kingdom,-1,"-1,25"
C577839,2021-11-22,16633.0,United Kingdom,-1,"-4,95"
536641,2020-12-02,12748.0,United Kingdom,1,"4,25"
550408,2021-04-18,16746.0,United Kingdom,316,"501,84"
580303,2021-12-02,16626.0,United Kingdom,84,"135,00"
C565843,2021-09-07,14606.0,United Kingdom,-3,"-1,46"
572897,2021-10-26,00000,United Kingdom,495,"3567,56"
561028,2021-07-24,17769.0,United Kingdom,228,"319,85"
C539301,2020-12-16,13496.0,United Kingdom,-12,"-35,40"
558336,2021-06-28,14364.0,United Kingdom,182,"315,60"
551141,2021-04-26,17061.0,United Kingdom,6,"22,50"
574091,2021-11-03,17086.0,United Kingdom,454,"302,22"
544421,2021-02-18,13951.0,United Kingdom,140,"212,56"
552023,2021-05-05,17624.0,United Kingdom,312,"400,30"
549942,2021-04-13,12971.0,United Kingdom,36,"136,20"
C550812,2021-04-20,15655.0,United Kingdom,-5,"-49,35"
565788,2021-09-07,13210.0,United Kingdom,316,"353,48"
567473,2021-09-20,17841.0,United Kingdom,166,"459,62"
544659,2021-02-22,18114.0,United Kingdom,55,"220,10"
546010,2021-03-08,00000,United Kingdom,-19,"0,00"
537376,2020-12-06,16722.0,United Kingdom,278,"480,68"
552326,2021-05-09,15596.0,United Kingdom,109,"309,19"
537046,2020-12-05,18109.0,United Kingdom,55,"277,45"
570833,2021-10-12,14834.0,United Kingdom,116,"343,94"
559897,2021-07-13,16779.0,United Kingdom,334,"660,01"
576763,2021-11-16,00000,United Kingdom,-64,"0,00"
563070,2021-08-11,14099.0,United Kingdom,191,"349,02"
C573502,2021-10-31,14808.0,United Kingdom,-22,"-76,30"
554996,2021-05-29,16407.0,United Kingdom,92,"194,40"
556041,2021-06-08,17954.0,United Kingdom,205,"336,84"
536508,2020-12-01,17181.0,United Kingdom,216,"155,52"
573878,2021-11-01,14243.0,United Kingdom,124,"175,40"
577352,2021-11-18,14820.0,United Kingdom,50,"126,00"
546770,2021-03-16,12523.0,France,62,"115,09"
573170,2021-10-28,00000,United Kingdom,71,"0,00"
551523,2021-05-01,16634.0,United Kingdom,18,"53,10"
563711,2021-08-18,16928.0,United Kingdom,86,"109,90"
579154,2021-11-28,17218.0,United Kingdom,116,"218,96"
564817,2021-08-30,00000,United Kingdom,475,"1523,88"
543281,2021-02-06,14606.0,United Kingdom,46,"94,27"
550899,2021-04-21,13505.0,Switzerland,489,"1009,69"
546246,2021-03-10,14841.0,United Kingdom,322,"789,90"
568785,2021-09-29,16929.0,United Kingdom,80,"110,84"
562100,2021-08-02,13437.0,United Kingdom,131,"362,52"
545630,2021-03-04,14466.0,United Kingdom,108,"332,40"
575137,2021-11-08,13090.0,United Kingdom,495,"1833,69"
571225,2021-10-14,14397.0,United Kingdom,98,"179,86"
577170,2021-11-18,13456.0,United Kingdom,55,"200,45"
572220,2021-10-21,17800.0,United Kingdom,106,"155,11"
550975,2021-04-21,00000,United Kingdom,20,"0,00"
560086,2021-07-14,15839.0,United Kingdom,234,"299,18"
580061,2021-12-01,14051.0,United Kingdom,246,"759,30"
553120,2021-05-13,17139.0,United Kingdom,369,"850,72"
554859,2021-05-27,14828.0,United Kingdom,508,"1063,84"
577110,2021-11-17,14234.0,United Kingdom,126,"113,64"
561494,2021-07-27,00000,United Kingdom,-23,"0,00"
578532,2021-11-24,18130.0,United Kingdom,180,"289,62"
547993,2021-03-29,00000,EIRE,334,"523,15"
550712,2021-04-20,15159.0,United Kingdom,370,"850,70"
572335,2021-10-24,14493.0,United Kingdom,172,"399,50"
541225,2021-01-14,14099.0,United Kingdom,146,"234,62"
569531,2021-10-04,12695.0,France,34,"163,10"
569568,2021-10-05,12700.0,France,890,"1476,19"
561259,2021-07-26,12584.0,Italy,22,"147,10"
572536,2021-10-24,00000,United Kingdom,-8,"0,00"
580400,2021-12-04,16561.0,United Kingdom,86,"246,16"
579410,2021-11-29,16168.0,United Kingdom,36,"64,56"
C543729,2021-02-11,15796.0,United Kingdom,-1,"-2,95"
547382,2021-03-22,15457.0,United Kingdom,132,"237,07"
545704,2021-03-07,16638.0,United Kingdom,23,"215,55"
536779,2020-12-02,15823.0,United Kingdom,1,"15,00"
C565403,2021-09-02,16187.0,United Kingdom,-36,"-30,60"
568327,2021-09-26,15492.0,United Kingdom,327,"487,74"
556081,2021-06-08,00000,United Kingdom,93,"713,83"
C569490,2021-10-04,12457.0,Cyprus,-33,"-196,35"
580735,2021-12-06,17728.0,United Kingdom,321,"587,85"
549470,2021-04-08,00000,United Kingdom,-8,"0,00"
564371,2021-08-25,17705.0,United Kingdom,134,"308,20"
C556436,2021-06-10,16358.0,United Kingdom,-1,"-2,55"
562591,2021-08-07,12748.0,United Kingdom,48,"46,56"
557615,2021-06-21,15498.0,United Kingdom,310,"648,60"
570659,2021-10-11,16120.0,United Kingdom,72,"219,60"
562346,2021-08-04,16187.0,United Kingdom,382,"422,82"
548490,2021-03-31,12909.0,United Kingdom,431,"624,80"
567921,2021-09-22,00000,United Kingdom,-7,"0,00"
C559033,2021-07-05,17389.0,United Kingdom,-1,"-10,95"
574069,2021-11-02,17735.0,United Kingdom,343,"562,71"
C574019,2021-11-02,12415.0,Australia,-120,"-174,00"
538567,2020-12-13,13999.0,United Kingdom,265,"302,10"
537176,2020-12-05,16411.0,United Kingdom,70,"131,50"
552239,2021-05-06,14056.0,United Kingdom,172,"367,52"
566556,2021-09-13,16353.0,United Kingdom,48,"237,60"
537592,2020-12-07,17491.0,United Kingdom,268,"327,40"
C572456,2021-10-24,00000,United Kingdom,-2,"-204,31"
581177,2021-12-07,14032.0,United Kingdom,88,"183,12"
546683,2021-03-16,12868.0,United Kingdom,147,"248,27"
539078,2020-12-16,13408.0,United Kingdom,330,"379,68"
580554,2021-12-05,17402.0,United Kingdom,88,"286,80"
552864,2021-05-11,13235.0,United Kingdom,441,"1031,07"
561535,2021-07-28,15116.0,United Kingdom,108,"311,32"
581193,2021-12-07,17097.0,Spain,92,"144,15"
564819,2021-08-30,12814.0,Poland,49,"125,92"
540402,2021-01-07,16567.0,United Kingdom,476,"557,56"
552851,2021-05-11,12731.0,France,734,"1381,30"
579899,2021-12-01,15687.0,United Kingdom,137,"251,59"
540359,2021-01-06,18041.0,United Kingdom,366,"377,70"
567153,2021-09-16,14056.0,United Kingdom,121,"258,01"
568566,2021-09-27,17609.0,United Kingdom,86,"213,35"
544924,2021-02-24,13851.0,United Kingdom,150,"246,32"
542058,2021-01-25,15601.0,United Kingdom,740,"461,64"
564170,2021-08-23,17696.0,United Kingdom,322,"275,82"
571465,2021-10-17,14830.0,United Kingdom,169,"197,13"
565291,2021-09-02,18102.0,United Kingdom,1680,"4913,52"
564398,2021-08-25,18241.0,United Kingdom,30,"86,10"
545214,2021-02-28,17165.0,United Kingdom,100,"158,68"
570238,2021-10-09,16332.0,United Kingdom,49,"129,93"
565128,2021-09-01,15189.0,United Kingdom,93,"319,95"
575143,2021-11-08,13643.0,United Kingdom,147,"260,04"
576787,2021-11-16,13815.0,Germany,499,"946,41"
573993,2021-11-02,16790.0,United Kingdom,321,"664,21"
545571,2021-03-03,17700.0,United Kingdom,319,"602,61"
547570,2021-03-24,13636.0,United Kingdom,85,"137,35"
559150,2021-07-06,14002.0,United Kingdom,59,"224,79"
542610,2021-01-30,13148.0,United Kingdom,240,"351,56"
579507,2021-11-29,15297.0,United Kingdom,120,"261,68"
563556,2021-08-17,17706.0,United Kingdom,155,"301,50"
560920,2021-07-21,15370.0,United Kingdom,149,"385,52"
559493,2021-07-08,00000,United Kingdom,86,"569,11"
571673,2021-10-18,13991.0,United Kingdom,300,"199,96"
567803,2021-09-22,18102.0,United Kingdom,768,"3877,56"
575685,2021-11-10,15694.0,United Kingdom,162,"600,18"
536477,2020-12-01,16210.0,United Kingdom,1070,"2474,74"
542141,2021-01-26,14548.0,United Kingdom,128,"326,40"
569689,2021-10-05,13709.0,United Kingdom,24,"82,80"
C548174,2021-03-29,13662.0,United Kingdom,-1,"-3,75"
571739,2021-10-19,12500.0,Germany,1,"3,00"
578733,2021-11-25,00000,United Kingdom,-9,"0,00"
561694,2021-07-29,16147.0,United Kingdom,246,"375,00"
C562367,2021-08-04,17811.0,United Kingdom,-1,"-3,75"
565727,2021-09-06,13158.0,United Kingdom,265,"332,89"
571965,2021-10-20,17238.0,United Kingdom,165,"286,28"
547934,2021-03-28,12474.0,Germany,157,"257,20"
548404,2021-03-31,16398.0,United Kingdom,503,"1169,95"
C537043,2020-12-05,15351.0,United Kingdom,-7,"-13,39"
C564218,2021-08-24,16302.0,United Kingdom,-24,"-20,40"
544068,2021-02-15,16431.0,United Kingdom,61,"74,34"
539586,2020-12-20,14298.0,United Kingdom,1362,"962,24"
569998,2021-10-07,12540.0,Spain,227,"422,80"
546008,2021-03-08,00000,United Kingdom,422,"1572,65"
566624,2021-09-14,17315.0,United Kingdom,199,"302,25"
574138,2021-11-03,12415.0,Australia,408,"375,24"
575908,2021-11-11,13091.0,United Kingdom,466,"345,82"
554830,2021-05-26,00000,United Kingdom,3,"0,00"
546090,2021-03-09,16525.0,United Kingdom,306,"660,34"
548649,2021-04-01,18179.0,United Kingdom,100,"210,00"
542709,2021-01-31,15144.0,United Kingdom,264,"378,32"
555270,2021-06-01,17723.0,United Kingdom,100,"415,00"
C567948,2021-09-23,14769.0,United Kingdom,-27,"-23,00"
570425,2021-10-10,15128.0,United Kingdom,336,"300,76"
C555268,2021-06-01,18257.0,United Kingdom,-6,"-13,20"
542620,2021-01-31,13089.0,United Kingdom,204,"343,55"
540690,2021-01-11,13473.0,United Kingdom,198,"241,26"
571939,2021-10-20,16260.0,United Kingdom,311,"1035,45"
563842,2021-08-19,13871.0,United Kingdom,151,"430,35"
560443,2021-07-18,14776.0,United Kingdom,202,"201,96"
553707,2021-05-18,16843.0,United Kingdom,469,"1026,27"
549755,2021-04-12,16843.0,United Kingdom,344,"394,56"
581191,2021-12-07,17449.0,United Kingdom,147,"425,69"
C580392,2021-12-04,16283.0,United Kingdom,-12,"-35,40"
572686,2021-10-25,00000,United Kingdom,-30,"0,00"
563950,2021-08-22,12471.0,Germany,391,"1127,02"
541426,2021-01-18,18233.0,United Kingdom,4,"440,00"
566618,2021-09-14,17640.0,United Kingdom,250,"621,66"
C538377,2020-12-12,15224.0,United Kingdom,-2,"-11,60"
571297,2021-10-16,16987.0,United Kingdom,1,"12,75"
C541828,2021-01-21,13769.0,United Kingdom,-3,"-3,80"
548338,2021-03-30,16558.0,United Kingdom,171,"174,31"
C539253,2020-12-16,17188.0,United Kingdom,-10,"-109,50"
572037,2021-10-20,17365.0,United Kingdom,709,"877,71"
561666,2021-07-28,00000,United Kingdom,30,"0,00"
550774,2021-04-20,14626.0,United Kingdom,432,"586,90"
545474,2021-03-03,16709.0,United Kingdom,363,"1120,53"
571178,2021-10-14,14089.0,United Kingdom,134,"161,00"
547878,2021-03-27,15939.0,United Kingdom,170,"131,30"
560778,2021-07-21,00000,United Kingdom,52,"332,89"
552460,2021-05-09,13178.0,United Kingdom,316,"719,80"
544308,2021-02-17,16525.0,United Kingdom,130,"347,10"
C538344,2020-12-10,13448.0,United Kingdom,-12,"-25,20"
537654,2020-12-07,00000,United Kingdom,46,"135,05"
541874,2021-01-24,15497.0,United Kingdom,528,"970,60"
543355,2021-02-07,16033.0,United Kingdom,115,"208,76"
554110,2021-05-22,13468.0,United Kingdom,32,"111,40"
539829,2020-12-22,12734.0,France,88,"110,40"
555207,2021-06-01,16818.0,United Kingdom,253,"421,73"
C569743,2021-10-06,15769.0,United Kingdom,-1600,"-2924,00"
558876,2021-07-04,17841.0,United Kingdom,195,"360,82"
578143,2021-11-23,14646.0,Netherlands,1284,"1835,96"
576299,2021-11-14,00000,United Kingdom,16,"0,00"
549169,2021-04-06,17906.0,United Kingdom,26,"72,90"
561455,2021-07-27,15095.0,United Kingdom,212,"267,32"
574879,2021-11-07,13014.0,United Kingdom,8,"76,50"
538032,2020-12-09,14479.0,United Kingdom,58,"174,40"
C542270,2021-01-27,13050.0,United Kingdom,-1,"-4,25"
566045,2021-09-08,15400.0,United Kingdom,50,"105,00"
580048,2021-12-01,12748.0,United Kingdom,99,"139,03"
C571325,2021-10-17,12783.0,Portugal,-1,"-339,02"
543471,2021-02-08,00000,United Kingdom,118,"0,00"
552880,2021-05-12,18245.0,United Kingdom,330,"340,34"
580988,2021-12-06,18154.0,United Kingdom,102,"178,70"
567923,2021-09-22,00000,United Kingdom,-2,"0,00"
553461,2021-05-17,16316.0,United Kingdom,462,"680,14"
560287,2021-07-18,13821.0,United Kingdom,43,"115,49"
550779,2021-04-20,17511.0,United Kingdom,858,"1466,14"
577517,2021-11-20,16710.0,United Kingdom,158,"360,05"
566073,2021-09-08,14562.0,United Kingdom,94,"354,53"
540971,2021-01-12,12383.0,Belgium,590,"651,16"
548550,2021-04-01,18161.0,United Kingdom,109,"244,79"
547029,2021-03-20,15465.0,United Kingdom,42,"405,00"
C547806,2021-03-25,12528.0,Germany,-2,"-6,20"
566606,2021-09-13,15194.0,United Kingdom,229,"305,37"
547509,2021-03-23,15606.0,United Kingdom,104,"310,80"
542662,2021-01-31,18145.0,United Kingdom,567,"609,01"
C558088,2021-06-26,14475.0,United Kingdom,-10,"-99,50"
C556277,2021-06-09,12980.0,United Kingdom,-3,"-73,29"
566931,2021-09-15,18102.0,United Kingdom,1250,"5725,00"
C574954,2021-11-08,18223.0,United Kingdom,-11,"-37,57"
570286,2021-10-10,00000,United Kingdom,2,"2,50"
547202,2021-03-21,17841.0,United Kingdom,124,"248,20"
562549,2021-08-05,17092.0,United Kingdom,282,"498,17"
577092,2021-11-17,15136.0,United Kingdom,238,"446,90"
C570552,2021-10-11,16029.0,United Kingdom,-1164,"-2076,00"
571640,2021-10-18,17203.0,United Kingdom,1201,"1283,27"
C542640,2021-01-31,16839.0,United Kingdom,-4,"-43,80"
C557647,2021-06-21,17139.0,United Kingdom,-2,"-13,60"
538360,2020-12-10,00000,United Kingdom,1,"0,00"
C548564,2021-04-01,12616.0,France,-1,"-7,95"
562393,2021-08-04,18172.0,United Kingdom,476,"1019,44"
555921,2021-06-07,15449.0,United Kingdom,268,"301,78"
542347,2021-01-27,12826.0,United Kingdom,267,"329,38"
571863,2021-10-19,15468.0,United Kingdom,2,"19,90"
556124,2021-06-09,00000,United Kingdom,-4,"0,00"
566732,2021-09-14,17716.0,United Kingdom,183,"378,45"
C579883,2021-11-30,14194.0,United Kingdom,-5,"-19,15"
574737,2021-11-06,14868.0,United Kingdom,259,"558,59"
562384,2021-08-04,00000,United Kingdom,-44,"0,00"
557008,2021-06-16,16729.0,United Kingdom,92,"112,88"
541106,2021-01-13,18092.0,United Kingdom,384,"259,20"
536778,2020-12-02,13138.0,United Kingdom,125,"193,23"
580397,2021-12-04,13558.0,United Kingdom,69,"122,68"
576222,2021-11-14,12490.0,France,322,"411,72"
C560898,2021-07-21,12722.0,France,-3,"-46,65"
571035,2021-10-13,12446.0,RSA,352,"1002,31"
548780,2021-04-04,13294.0,United Kingdom,317,"483,65"
542900,2021-02-01,14180.0,United Kingdom,16,"134,10"
538403,2020-12-12,17211.0,United Kingdom,196,"324,22"
543293,2021-02-07,17613.0,United Kingdom,332,"586,80"
567504,2021-09-20,13356.0,United Kingdom,325,"768,24"
567621,2021-09-21,16016.0,United Kingdom,44,"108,92"
562202,2021-08-03,15290.0,United Kingdom,218,"526,22"
570793,2021-10-12,12444.0,Norway,85,"879,01"
546035,2021-03-09,12924.0,United Kingdom,76,"229,80"
552169,2021-05-06,17800.0,United Kingdom,55,"115,15"
C540386,2021-01-06,12417.0,Belgium,-5,"-31,95"
C569986,2021-10-06,16245.0,United Kingdom,-3,"-52,45"
C569987,2021-10-06,18194.0,United Kingdom,-184,"-77,84"
542361,2021-01-27,00000,United Kingdom,-20,"0,00"
568558,2021-09-27,16354.0,United Kingdom,144,"366,10"
549273,2021-04-07,13089.0,United Kingdom,112,"312,00"
541108,2021-01-13,13199.0,United Kingdom,72,"76,32"
575867,2021-11-11,15034.0,United Kingdom,595,"813,75"
546031,2021-03-09,13267.0,United Kingdom,90,"201,50"
C569994,2021-10-06,15606.0,United Kingdom,-160,"-477,72"
C566614,2021-09-13,16029.0,United Kingdom,-1,"-102,24"
569343,2021-10-03,18102.0,United Kingdom,1764,"7298,76"
574012,2021-11-02,12830.0,United Kingdom,1152,"400,32"
558315,2021-06-28,15065.0,United Kingdom,460,"1452,35"
558926,2021-07-05,17469.0,United Kingdom,189,"440,71"
566582,2021-09-13,13384.0,United Kingdom,538,"1024,08"
577167,2021-11-18,16511.0,United Kingdom,142,"367,56"
549442,2021-04-08,16996.0,United Kingdom,102,"330,94"
540373,2021-01-06,13280.0,United Kingdom,109,"307,35"
545666,2021-03-04,00000,United Kingdom,67,"0,00"
574730,2021-11-06,14824.0,United Kingdom,24,"55,50"
561687,2021-07-29,13148.0,United Kingdom,3,"14,85"
579393,2021-11-29,12627.0,Germany,309,"566,98"
C550482,2021-04-18,17204.0,United Kingdom,-2,"-13,50"
549988,2021-04-13,14367.0,United Kingdom,221,"431,65"
C571678,2021-10-18,12679.0,France,-1,"-1,06"
C537530,2020-12-07,13319.0,United Kingdom,-5,"-28,15"
562131,2021-08-03,18178.0,United Kingdom,287,"490,87"
554065,2021-05-22,18287.0,United Kingdom,488,"765,28"
561865,2021-07-31,15569.0,United Kingdom,96,"244,80"
570776,2021-10-12,13985.0,United Kingdom,276,"626,92"
536997,2020-12-03,00000,United Kingdom,-20,"0,00"
549036,2021-04-05,00000,United Kingdom,-54,"0,00"
555347,2021-06-02,14389.0,United Kingdom,189,"311,14"
C562795,2021-08-09,13709.0,United Kingdom,-5,"-26,54"
536526,2020-12-01,14001.0,United Kingdom,94,"301,24"
542600,2021-01-30,16923.0,United Kingdom,139,"310,61"
539211,2020-12-16,16743.0,United Kingdom,338,"430,28"
554707,2021-05-26,14101.0,United Kingdom,476,"1090,76"
557066,2021-06-16,17463.0,United Kingdom,199,"301,88"
549033,2021-04-05,00000,United Kingdom,-5,"0,00"
572891,2021-10-26,00000,United Kingdom,-400,"0,00"
560994,2021-07-22,15704.0,United Kingdom,20,"38,16"
580108,2021-12-01,14440.0,United Kingdom,117,"617,25"
575725,2021-11-10,13098.0,United Kingdom,1103,"1955,68"
C576868,2021-11-16,18263.0,United Kingdom,-1,"-2,08"
557805,2021-06-23,17651.0,United Kingdom,192,"344,10"
576880,2021-11-16,14911.0,EIRE,148,"350,62"
578258,2021-11-23,13263.0,United Kingdom,261,"338,63"
544651,2021-02-22,13694.0,United Kingdom,1740,"1972,70"
570179,2021-10-07,17509.0,United Kingdom,510,"914,64"
539248,2020-12-16,17288.0,United Kingdom,156,"133,56"
549907,2021-04-12,13484.0,United Kingdom,44,"313,80"
571704,2021-10-18,00000,United Kingdom,4,"0,00"
557010,2021-06-16,14289.0,United Kingdom,38,"129,30"
575938,2021-11-13,17790.0,United Kingdom,112,"273,51"
C576338,2021-11-14,14096.0,United Kingdom,-1,"-1038,75"
C577384,2021-11-18,14156.0,EIRE,-10,"-6,40"
546319,2021-03-11,17949.0,United Kingdom,480,"345,60"
549527,2021-04-08,00000,United Kingdom,-1479,"0,00"
C556101,2021-06-08,15643.0,United Kingdom,-1,"-4,15"
547785,2021-03-25,13097.0,United Kingdom,323,"878,02"
570590,2021-10-11,18075.0,United Kingdom,279,"300,02"
552253,2021-05-08,14201.0,United Kingdom,74,"187,98"
C566084,2021-09-09,12621.0,Germany,-17,"-55,85"
568947,2021-09-29,14696.0,United Kingdom,353,"319,87"
C538696,2020-12-14,13050.0,United Kingdom,-1,"-8,50"
581431,2021-12-08,00000,United Kingdom,14,"17,90"
538666,2020-12-13,00000,United Kingdom,7,"12,85"
575340,2021-11-09,15485.0,United Kingdom,703,"1296,37"
557428,2021-06-20,17857.0,United Kingdom,200,"750,00"
540768,2021-01-11,17428.0,United Kingdom,624,"670,80"
557524,2021-06-21,12748.0,United Kingdom,16,"38,08"
536612,2020-12-02,17850.0,United Kingdom,82,"206,76"
568674,2021-09-28,12708.0,Germany,165,"367,37"
553471,2021-05-17,18102.0,United Kingdom,330,"2462,26"
557057,2021-06-16,16843.0,United Kingdom,2014,"1830,72"
556883,2021-06-15,13343.0,United Kingdom,135,"353,43"
C545823,2021-03-07,13884.0,United Kingdom,-3,"-6,30"
545691,2021-03-06,14161.0,United Kingdom,140,"263,04"
572066,2021-10-20,15159.0,United Kingdom,1642,"3091,98"
565768,2021-09-06,14040.0,United Kingdom,142,"262,40"
556048,2021-06-08,15609.0,United Kingdom,148,"298,48"
549593,2021-04-11,18008.0,United Kingdom,130,"162,50"
574075,2021-11-02,16365.0,United Kingdom,116,"281,21"
